Record_ID,Timestamp,Latitude,Longitude,Road_ID,Vehicle_Count,Avg_Speed_kmh,Vehicle_Type,Traffic_Density,Weather,Visibility_m,Road_Condition,Accident_Occurred,Accident_Severity,Alert_Generated,temperature,Humidity,Year,Month,Day,Hour,DayOfWeek,Accident_Flag,Alert_Flag
3310,2019-10-25 03:24:00,30.00847909,91.76590789,RD-496,270,87,Car,Very High,Fog,540,Slippery,No,None,No,33.93,37.37,2019,10,25,3,Friday,0,0
3311,2020-09-01 20:04:00,24.67938505,85.38641382,RD-276,165,35,Car,Medium,Fog,3908,Wet,No,None,No,41.68,42.18,2020,9,1,20,Tuesday,0,0
3312,2018-12-29 16:23:00,32.51599193,96.37108066,RD-420,126,7,Bus,Very High,Clear,9755,Wet,No,None,No,39.7,54.12,2018,12,29,16,Saturday,0,0
3313,2018-03-06 14:33:00,32.12660016,82.31956294,RD-199,16,97,Bike,High,Clear,2051,Slippery,No,None,Yes,41.26,80.74,2018,3,6,14,Tuesday,0,1
3314,2018-03-07 23:37:00,8.348878748,85.4008352,RD-98,371,81,Truck,Medium,Snow,4417,Dry,No,None,No,20.25,50.78,2018,3,7,23,Wednesday,0,0
3315,2018-10-11 22:08:00,15.43718554,74.67296737,RD-269,255,31,Truck,High,Storm,6521,Under Maintenance,No,None,No,26.53,69.28,2018,10,11,22,Thursday,0,0
3316,2018-07-04 12:11:00,13.24370294,77.85015397,RD-350,385,47,Truck,Medium,Clear,4189,Slippery,No,None,Yes,39.85,72.56,2018,7,4,12,Wednesday,0,1
3317,2020-09-08 14:58:00,21.38960879,87.81082043,RD-255,435,64,Bike,High,Rain,9715,Slippery,No,None,No,34.52,65.17,2020,9,8,14,Tuesday,0,0
3318,2022-05-26 07:04:00,34.2533364,85.44759868,RD-393,307,100,Mixed,Low,Snow,6888,Slippery,No,None,No,20.16,51.43,2022,5,26,7,Thursday,0,0
3319,2018-03-31 16:18:00,8.145175644,78.71981752,RD-283,322,50,Truck,High,Snow,1827,Slippery,No,None,Yes,44.13,64.62,2018,3,31,16,Saturday,0,1
3320,2019-12-05 10:24:00,22.1575673,71.24747664,RD-79,239,117,Mixed,Very High,Clear,2735,Under Maintenance,No,None,No,43.18,50.54,2019,12,5,10,Thursday,0,0
3321,2018-07-23 21:47:00,33.65900962,77.93584123,RD-314,348,118,Bus,Very High,Snow,4026,Under Maintenance,No,None,No,36.45,35.03,2018,7,23,21,Monday,0,0
3322,2023-11-03 23:20:00,34.86016064,69.28051211,RD-145,457,41,Car,High,Storm,1945,Slippery,No,None,No,21.99,89.57,2023,11,3,23,Friday,0,0
3323,2021-05-23 19:43:00,27.0616595,84.84224955,RD-166,133,71,Car,Low,Clear,6850,Wet,No,None,No,43.0,37.63,2021,5,23,19,Sunday,0,0
3324,2022-02-16 14:11:00,32.06281663,77.36744881,RD-210,226,107,Bus,High,Storm,2369,Slippery,No,None,No,37.51,34.34,2022,2,16,14,Wednesday,0,0
3325,2021-03-31 18:03:00,17.39797763,79.01560675,RD-329,328,10,Car,Medium,Storm,1083,Slippery,No,None,Yes,43.46,82.71,2021,3,31,18,Wednesday,0,1
3326,2023-05-18 10:30:00,16.29282463,84.67755841,RD-165,27,63,Bus,Medium,Rain,7300,Slippery,No,None,No,42.55,48.11,2023,5,18,10,Thursday,0,0
3327,2020-04-26 18:02:00,9.424469766,84.85734615,RD-57,126,7,Car,High,Clear,4978,Under Maintenance,No,None,Yes,44.09,69.02,2020,4,26,18,Sunday,0,1
3328,2019-05-03 17:10:00,22.59287607,85.06195603,RD-50,248,81,Bus,High,Rain,2735,Dry,No,None,No,35.54,49.74,2019,5,3,17,Friday,0,0
3329,2022-08-04 10:13:00,21.21912836,82.25614507,RD-268,99,15,Bus,Medium,Rain,9850,Under Maintenance,No,None,Yes,24.21,53.49,2022,8,4,10,Thursday,0,1
3330,2019-03-02 11:18:00,18.78554923,82.15555057,RD-338,438,31,Car,Medium,Snow,830,Wet,No,None,Yes,40.13,45.73,2019,3,2,11,Saturday,0,1
3331,2020-06-03 02:12:00,11.28668888,91.81536388,RD-35,285,6,Mixed,High,Fog,8384,Under Maintenance,No,None,No,38.61,50.58,2020,6,3,2,Wednesday,0,0
3332,2019-03-13 04:22:00,14.69213161,81.55907914,RD-23,11,68,Truck,Low,Clear,5210,Dry,No,None,Yes,42.27,54.64,2019,3,13,4,Wednesday,0,1
3333,2023-11-02 17:13:00,13.90659286,83.54487465,RD-428,329,108,Truck,Low,Storm,3077,Under Maintenance,No,None,Yes,25.1,73.22,2023,11,2,17,Thursday,0,1
3334,2020-03-07 20:49:00,35.37508366,96.65866642,RD-481,295,48,Bike,Medium,Snow,624,Dry,No,None,No,25.85,60.69,2020,3,7,20,Saturday,0,0
3335,2021-02-03 16:09:00,36.02734978,73.2504515,RD-67,159,80,Bike,Very High,Rain,6167,Under Maintenance,Yes,Minor,No,46.71,86.61,2021,2,3,16,Wednesday,1,0
3336,2021-05-14 18:39:00,8.099226541,89.0662085,RD-92,261,59,Car,Low,Rain,2502,Under Maintenance,No,None,No,42.5,32.51,2021,5,14,18,Friday,0,0
3337,2022-08-07 11:14:00,12.94588913,81.72242813,RD-448,115,115,Truck,High,Clear,6475,Under Maintenance,No,None,No,47.25,60.18,2022,8,7,11,Sunday,0,0
3338,2020-02-05 14:42:00,33.77464321,92.08570872,RD-17,384,44,Bike,Medium,Snow,3283,Wet,No,None,Yes,42.76,65.05,2020,2,5,14,Wednesday,0,1
3339,2018-05-09 16:46:00,9.111862455,79.71694432,RD-104,299,80,Truck,Low,Storm,9826,Slippery,No,None,No,37.91,85.21,2018,5,9,16,Wednesday,0,0
3340,2020-04-19 11:34:00,35.36009387,76.78669338,RD-55,134,27,Bus,Low,Rain,213,Wet,No,None,Yes,39.62,32.95,2020,4,19,11,Sunday,0,1
3341,2022-08-10 15:59:00,19.02187498,74.02579964,RD-249,172,68,Mixed,Low,Snow,3287,Wet,No,None,Yes,46.67,64.41,2022,8,10,15,Wednesday,0,1
3342,2022-05-20 11:05:00,23.62188711,93.2948775,RD-99,391,99,Bus,Very High,Storm,3260,Slippery,No,None,No,37.36,81.22,2022,5,20,11,Friday,0,0
3343,2020-08-08 14:31:00,30.15076901,88.83152543,RD-51,206,61,Bike,Medium,Snow,1316,Under Maintenance,No,None,No,38.97,44.52,2020,8,8,14,Saturday,0,0
3344,2020-05-23 05:17:00,15.07324764,70.2301131,RD-17,322,14,Bike,High,Rain,1619,Under Maintenance,No,None,No,24.69,82.58,2020,5,23,5,Saturday,0,0
3345,2022-05-18 06:37:00,10.91954623,88.69121685,RD-293,24,39,Car,High,Rain,2684,Wet,No,None,No,34.22,31.14,2022,5,18,6,Wednesday,0,0
3346,2019-10-11 20:23:00,31.48849779,69.0154533,RD-329,304,10,Mixed,Medium,Storm,4296,Slippery,No,None,Yes,41.49,73.95,2019,10,11,20,Friday,0,1
3347,2020-06-06 13:15:00,36.55416597,73.26716606,RD-429,472,93,Mixed,Very High,Snow,8143,Slippery,No,None,No,28.13,85.99,2020,6,6,13,Saturday,0,0
3348,2021-06-07 10:13:00,27.10456255,85.19113348,RD-199,37,99,Truck,Low,Rain,4159,Under Maintenance,No,None,Yes,26.07,69.43,2021,6,7,10,Monday,0,1
3349,2018-12-12 03:21:00,31.931505,81.44179963,RD-337,21,58,Car,Very High,Snow,1824,Under Maintenance,No,None,Yes,29.41,56.34,2018,12,12,3,Wednesday,0,1
3350,2021-10-14 18:17:00,35.29805938,92.37402386,RD-251,204,98,Mixed,High,Clear,2986,Under Maintenance,No,None,No,27.25,32.69,2021,10,14,18,Thursday,0,0
3351,2019-06-09 20:43:00,14.62881366,85.62882097,RD-270,275,83,Bike,Low,Storm,1357,Slippery,No,None,No,26.45,85.21,2019,6,9,20,Sunday,0,0
3352,2019-02-24 09:04:00,18.16177267,95.98426231,RD-320,365,114,Bus,High,Fog,6340,Wet,No,None,No,32.75,58.22,2019,2,24,9,Sunday,0,0
3353,2022-12-12 19:07:00,14.35175613,92.80032287,RD-360,272,71,Bus,High,Storm,4998,Under Maintenance,No,None,No,47.24,31.74,2022,12,12,19,Monday,0,0
3354,2022-01-05 21:58:00,9.791729387,77.86624363,RD-303,180,86,Mixed,High,Rain,9410,Slippery,No,None,Yes,35.21,71.39,2022,1,5,21,Wednesday,0,1
3355,2019-01-16 00:25:00,29.23599812,92.19037744,RD-132,346,60,Bus,Very High,Snow,2369,Dry,Yes,None,No,25.64,58.91,2019,1,16,0,Wednesday,1,0
3356,2018-03-23 21:01:00,12.22407051,93.22812347,RD-26,285,85,Bike,Low,Storm,720,Under Maintenance,No,None,No,22.31,37.46,2018,3,23,21,Friday,0,0
3357,2019-02-17 15:04:00,10.68857251,96.12202473,RD-188,312,64,Truck,Low,Fog,3579,Wet,No,None,No,40.88,42.86,2019,2,17,15,Sunday,0,0
3358,2018-11-10 06:53:00,18.37141125,68.36432489,RD-114,250,18,Bike,Very High,Clear,2720,Dry,Yes,Fatal,Yes,31.48,33.87,2018,11,10,6,Saturday,1,1
3359,2023-06-14 17:29:00,9.756127312,93.36758484,RD-311,254,50,Mixed,Low,Rain,4093,Under Maintenance,No,None,Yes,44.65,64.46,2023,6,14,17,Wednesday,0,1
3360,2018-03-31 21:00:00,13.2071912,70.02696415,RD-368,37,20,Bike,Low,Snow,2221,Dry,No,None,No,39.79,67.32,2018,3,31,21,Saturday,0,0
3361,2022-07-25 12:00:00,10.02829502,83.31536036,RD-37,213,119,Bike,Low,Clear,5398,Under Maintenance,No,None,No,43.89,60.34,2022,7,25,12,Monday,0,0
3362,2020-05-05 18:57:00,33.4410564,80.02524265,RD-7,283,31,Bus,Very High,Rain,4093,Dry,No,None,No,28.16,79.03,2020,5,5,18,Tuesday,0,0
3363,2018-08-01 09:26:00,30.61229731,94.67656701,RD-477,322,111,Truck,Medium,Storm,2375,Wet,No,None,Yes,40.77,81.66,2018,8,1,9,Wednesday,0,1
3364,2023-05-30 11:08:00,32.92592942,79.74940336,RD-472,374,41,Car,High,Storm,5729,Slippery,No,None,No,27.92,66.94,2023,5,30,11,Tuesday,0,0
3365,2018-10-17 15:51:00,33.18160119,85.28523754,RD-107,444,101,Mixed,High,Fog,9260,Under Maintenance,No,None,Yes,48.17,30.77,2018,10,17,15,Wednesday,0,1
3366,2018-12-03 03:50:00,35.39076262,88.0644815,RD-336,46,65,Mixed,Very High,Clear,3256,Dry,No,None,No,39.09,71.71,2018,12,3,3,Monday,0,0
3367,2023-05-30 10:54:00,13.4129824,68.55186294,RD-252,469,24,Bike,Medium,Storm,1904,Dry,No,None,No,29.74,55.08,2023,5,30,10,Tuesday,0,0
3368,2019-06-21 08:15:00,34.10026286,85.13700636,RD-476,401,29,Bus,High,Fog,6866,Slippery,No,None,No,28.09,63.93,2019,6,21,8,Friday,0,0
3369,2021-01-25 19:24:00,23.22612816,83.02176322,RD-456,263,54,Bus,Medium,Snow,5382,Slippery,No,None,Yes,25.73,68.94,2021,1,25,19,Monday,0,1
3370,2023-08-10 15:56:00,12.82069973,85.22625055,RD-427,369,62,Mixed,Medium,Snow,8802,Dry,No,None,No,40.84,51.01,2023,8,10,15,Thursday,0,0
3371,2019-04-28 06:49:00,27.01742793,70.19657768,RD-41,114,82,Car,Very High,Clear,6382,Dry,No,None,No,26.56,85.03,2019,4,28,6,Sunday,0,0
3372,2019-05-05 05:04:00,17.48301514,69.61119273,RD-240,252,41,Car,Medium,Snow,9180,Wet,No,None,No,37.86,38.04,2019,5,5,5,Sunday,0,0
3373,2020-08-17 14:39:00,9.347614845,73.14878579,RD-411,476,9,Truck,High,Storm,5109,Slippery,No,None,No,27.94,70.29,2020,8,17,14,Monday,0,0
3374,2021-06-03 15:01:00,10.28079158,93.21551959,RD-328,109,58,Bike,Medium,Snow,1638,Under Maintenance,Yes,Minor,No,39.86,30.26,2021,6,3,15,Thursday,1,0
3375,2022-08-07 10:59:00,20.28776353,78.33766098,RD-32,463,41,Mixed,High,Storm,3858,Slippery,No,None,No,44.45,85.48,2022,8,7,10,Sunday,0,0
3376,2022-10-04 19:58:00,31.96802289,80.58694397,RD-185,256,78,Car,Low,Fog,5114,Wet,Yes,Minor,No,43.34,36.75,2022,10,4,19,Tuesday,1,0
3377,2020-10-23 05:53:00,17.0198053,79.31482215,RD-286,485,14,Car,Very High,Storm,1844,Wet,No,None,No,42.83,35.69,2020,10,23,5,Friday,0,0
3378,2019-10-11 06:00:00,30.21765003,88.71673377,RD-381,53,13,Bus,Low,Storm,9039,Wet,No,None,Yes,25.63,49.98,2019,10,11,6,Friday,0,1
3379,2020-08-05 14:17:00,9.616574923,75.52479099,RD-481,74,82,Truck,Medium,Clear,8474,Dry,No,None,Yes,22.65,52.41,2020,8,5,14,Wednesday,0,1
3380,2023-03-11 11:34:00,19.41824254,69.98340721,RD-456,187,37,Mixed,Medium,Snow,7847,Wet,No,None,No,40.97,42.86,2023,3,11,11,Saturday,0,0
3381,2020-06-30 15:26:00,11.69576735,78.96707191,RD-213,156,97,Truck,Very High,Storm,4513,Wet,No,None,No,31.05,65.11,2020,6,30,15,Tuesday,0,0
3382,2019-03-12 12:50:00,33.04290173,89.10723052,RD-421,58,28,Car,Low,Clear,3132,Dry,No,None,No,32.97,56.57,2019,3,12,12,Tuesday,0,0
3383,2021-02-25 17:46:00,36.070208,94.53407291,RD-189,76,74,Truck,Low,Clear,8937,Dry,No,None,No,20.93,32.05,2021,2,25,17,Thursday,0,0
3384,2023-10-15 16:22:00,17.44285563,69.47382536,RD-407,493,61,Car,Low,Clear,1386,Under Maintenance,No,None,No,27.79,49.18,2023,10,15,16,Sunday,0,0
3385,2022-09-07 12:06:00,36.67701716,91.50438751,RD-363,356,30,Bus,Very High,Rain,977,Slippery,No,None,No,21.01,78.63,2022,9,7,12,Wednesday,0,0
3386,2022-05-25 15:58:00,29.81691925,69.91922449,RD-30,55,43,Bike,Medium,Clear,6686,Dry,No,None,No,46.38,71.38,2022,5,25,15,Wednesday,0,0
3387,2021-07-09 09:03:00,8.035783083,77.58915792,RD-422,79,48,Mixed,Low,Clear,1022,Slippery,No,None,No,27.3,73.49,2021,7,9,9,Friday,0,0
3388,2019-05-23 18:18:00,22.0728815,68.64674432,RD-316,423,68,Bike,Medium,Storm,2372,Wet,No,None,Yes,36.72,71.89,2019,5,23,18,Thursday,0,1
3389,2019-01-29 15:35:00,32.18891847,94.43470927,RD-137,430,115,Truck,Medium,Clear,2551,Slippery,No,None,No,21.17,48.66,2019,1,29,15,Tuesday,0,0
3390,2023-09-01 02:18:00,23.48238606,88.49688086,RD-271,356,52,Car,Medium,Clear,6320,Dry,No,None,No,40.01,35.98,2023,9,1,2,Friday,0,0
3391,2022-11-25 20:32:00,23.94886249,78.70492173,RD-21,463,71,Bike,Very High,Rain,9675,Slippery,No,None,No,29.69,46.35,2022,11,25,20,Friday,0,0
3392,2022-01-23 11:55:00,20.98328907,78.9462409,RD-376,118,52,Bus,High,Rain,5082,Under Maintenance,No,None,No,46.94,79.91,2022,1,23,11,Sunday,0,0
3393,2020-07-19 21:05:00,19.45612722,86.55544304,RD-37,370,44,Truck,Very High,Clear,1283,Under Maintenance,No,None,No,46.64,88.83,2020,7,19,21,Sunday,0,0
3394,2023-12-16 13:19:00,8.794505977,70.59980084,RD-428,218,50,Truck,Medium,Clear,2714,Slippery,No,None,Yes,29.76,59.63,2023,12,16,13,Saturday,0,1
3395,2022-07-21 09:44:00,26.03025877,72.20641031,RD-156,312,100,Bike,Very High,Storm,2737,Under Maintenance,No,None,No,47.03,30.58,2022,7,21,9,Thursday,0,0
3396,2022-09-01 06:13:00,30.23506376,92.56950214,RD-40,487,94,Truck,Low,Storm,5352,Under Maintenance,No,None,No,49.88,38.4,2022,9,1,6,Thursday,0,0
3397,2021-09-25 11:22:00,30.91515745,73.8670795,RD-484,216,7,Mixed,Low,Rain,2813,Slippery,No,None,No,44.76,49.32,2021,9,25,11,Saturday,0,0
3398,2023-06-25 08:25:00,26.11444806,89.07332553,RD-111,390,80,Bike,Very High,Storm,8812,Dry,No,None,Yes,45.35,64.72,2023,6,25,8,Sunday,0,1
3399,2018-11-30 02:40:00,17.89704024,74.54828418,RD-492,92,18,Bike,Medium,Snow,3125,Slippery,No,None,Yes,27.47,34.51,2018,11,30,2,Friday,0,1
3400,2018-04-30 01:01:00,8.655680386,70.5562432,RD-266,295,87,Bus,High,Fog,5273,Under Maintenance,Yes,None,No,37.3,86.6,2018,4,30,1,Monday,1,0
3401,2019-03-19 07:51:00,33.97760687,94.10093853,RD-50,369,8,Truck,High,Rain,234,Wet,No,None,Yes,22.02,51.91,2019,3,19,7,Tuesday,0,1
3402,2023-07-22 05:42:00,20.44234033,94.14851071,RD-52,466,16,Bus,Medium,Rain,8830,Under Maintenance,No,None,No,22.85,84.76,2023,7,22,5,Saturday,0,0
3403,2020-02-12 10:48:00,25.43408801,85.55404503,RD-372,132,103,Truck,High,Storm,7520,Wet,No,None,Yes,49.97,76.83,2020,2,12,10,Wednesday,0,1
3404,2023-11-01 10:11:00,13.64212618,81.39898149,RD-119,427,27,Bike,Medium,Fog,3119,Wet,No,None,Yes,29.8,75.33,2023,11,1,10,Wednesday,0,1
3405,2021-04-30 19:17:00,12.11671582,84.03003775,RD-273,247,116,Truck,Very High,Fog,8150,Wet,No,None,Yes,42.45,66.4,2021,4,30,19,Friday,0,1
3406,2022-11-02 14:23:00,10.51771367,79.83569538,RD-198,355,7,Bus,Low,Clear,5340,Slippery,No,None,No,44.2,67.61,2022,11,2,14,Wednesday,0,0
3407,2020-01-08 21:12:00,31.16419095,89.95806386,RD-98,375,7,Bike,Very High,Rain,8360,Wet,No,None,Yes,45.74,68.28,2020,1,8,21,Wednesday,0,1
3408,2019-03-12 18:22:00,26.74736068,89.8822605,RD-99,366,107,Truck,High,Clear,5077,Slippery,No,None,No,49.93,67.72,2019,3,12,18,Tuesday,0,0
3409,2023-10-10 09:53:00,26.01361851,91.75040868,RD-270,70,46,Bus,Medium,Storm,3563,Dry,No,None,No,27.24,63.22,2023,10,10,9,Tuesday,0,0
3410,2022-03-09 23:53:00,34.66253468,83.1648563,RD-337,393,84,Truck,High,Fog,3317,Slippery,No,None,No,21.21,89.18,2022,3,9,23,Wednesday,0,0
3411,2023-10-05 02:59:00,12.60265494,91.23891399,RD-128,172,81,Bus,High,Clear,9648,Dry,No,None,No,32.34,73.94,2023,10,5,2,Thursday,0,0
3412,2019-07-26 08:11:00,12.9378112,72.5158393,RD-292,243,23,Mixed,High,Fog,3921,Dry,No,None,Yes,23.9,76.62,2019,7,26,8,Friday,0,1
3413,2021-08-12 07:50:00,13.49460534,68.87390717,RD-321,75,32,Bus,Very High,Clear,694,Under Maintenance,Yes,Major,Yes,20.67,82.35,2021,8,12,7,Thursday,1,1
3414,2019-06-08 00:18:00,20.27771348,86.79353841,RD-486,22,42,Car,Very High,Clear,8961,Wet,No,None,No,30.81,42.94,2019,6,8,0,Saturday,0,0
3415,2022-03-02 16:19:00,33.35243032,71.05880452,RD-92,69,13,Truck,Low,Fog,6155,Wet,No,None,No,43.51,35.03,2022,3,2,16,Wednesday,0,0
3416,2018-05-01 21:43:00,33.56274966,83.96942742,RD-286,116,60,Car,Very High,Storm,4025,Dry,No,None,Yes,36.99,58.97,2018,5,1,21,Tuesday,0,1
3417,2023-08-26 02:58:00,25.12704436,88.9126237,RD-384,372,114,Mixed,Low,Snow,5850,Wet,No,None,No,29.38,60.84,2023,8,26,2,Saturday,0,0
3418,2018-07-18 11:34:00,27.08614404,79.80547736,RD-286,274,21,Bus,High,Snow,1455,Slippery,No,None,No,39.63,79.75,2018,7,18,11,Wednesday,0,0
3419,2023-08-15 18:45:00,34.03510796,69.27230865,RD-213,414,11,Bike,Low,Rain,7767,Under Maintenance,No,None,No,26.96,56.63,2023,8,15,18,Tuesday,0,0
3420,2020-09-01 04:02:00,26.10234971,93.72681061,RD-383,434,76,Bike,Low,Snow,3495,Wet,No,None,No,20.43,64.25,2020,9,1,4,Tuesday,0,0
3421,2023-10-24 22:33:00,14.66419066,69.25410621,RD-55,117,105,Bus,Very High,Fog,7697,Slippery,No,None,Yes,42.93,61.62,2023,10,24,22,Tuesday,0,1
3422,2018-02-27 06:03:00,28.44250798,94.23782279,RD-393,330,80,Mixed,Very High,Rain,983,Wet,No,None,No,38.71,32.29,2018,2,27,6,Tuesday,0,0
3423,2023-04-03 19:36:00,30.32683245,69.52628705,RD-327,477,58,Bus,High,Snow,8079,Slippery,No,None,No,42.87,66.91,2023,4,3,19,Monday,0,0
3424,2022-08-29 22:20:00,26.42499407,89.31962546,RD-296,186,32,Bike,Very High,Snow,9008,Under Maintenance,No,None,No,21.17,79.68,2022,8,29,22,Monday,0,0
3425,2021-02-07 05:18:00,15.93351444,94.8205561,RD-184,334,70,Bike,Very High,Clear,2469,Dry,No,None,No,45.11,39.45,2021,2,7,5,Sunday,0,0
3426,2020-10-07 12:21:00,19.59761764,94.3024291,RD-346,277,116,Bike,Very High,Clear,2255,Wet,No,None,No,38.59,65.66,2020,10,7,12,Wednesday,0,0
3427,2022-05-10 05:55:00,21.64717982,93.90816233,RD-235,244,32,Bus,High,Snow,4810,Slippery,No,None,No,36.9,65.62,2022,5,10,5,Tuesday,0,0
3428,2018-12-07 05:29:00,12.21365413,93.60928007,RD-360,414,29,Mixed,Very High,Rain,7291,Slippery,No,None,No,38.74,39.85,2018,12,7,5,Friday,0,0
3429,2022-08-13 09:01:00,21.11447438,82.8018822,RD-341,326,95,Mixed,High,Fog,5754,Under Maintenance,No,None,No,45.93,37.41,2022,8,13,9,Saturday,0,0
3430,2021-09-18 03:58:00,12.67472528,84.17303425,RD-219,121,103,Mixed,Medium,Snow,4755,Under Maintenance,No,None,Yes,37.61,88.8,2021,9,18,3,Saturday,0,1
3431,2018-01-17 02:38:00,22.48410058,85.97180672,RD-453,304,83,Bike,Low,Fog,9860,Slippery,Yes,None,No,37.43,53.62,2018,1,17,2,Wednesday,1,0
3432,2023-03-01 13:24:00,9.473511998,93.98250356,RD-54,224,53,Truck,Medium,Rain,9210,Dry,No,None,No,49.72,43.65,2023,3,1,13,Wednesday,0,0
3433,2018-01-05 11:52:00,35.50741327,92.30665217,RD-86,465,52,Bus,Medium,Storm,3055,Dry,No,None,No,42.7,40.28,2018,1,5,11,Friday,0,0
3434,2018-10-12 18:23:00,15.14400106,90.70637844,RD-406,287,103,Bike,Medium,Rain,3021,Under Maintenance,No,None,No,33.27,70.06,2018,10,12,18,Friday,0,0
3435,2018-09-19 16:49:00,21.54341499,87.59600199,RD-93,99,51,Mixed,Low,Storm,2862,Slippery,No,None,No,41.22,66.57,2018,9,19,16,Wednesday,0,0
3436,2018-05-30 09:12:00,8.949813119,85.93312794,RD-282,348,66,Bus,Very High,Clear,7510,Wet,No,None,No,31.68,68.61,2018,5,30,9,Wednesday,0,0
3437,2023-11-30 02:34:00,13.58892414,94.75153885,RD-206,322,37,Mixed,High,Fog,3957,Wet,No,None,No,26.87,35.28,2023,11,30,2,Thursday,0,0
3438,2023-07-21 08:49:00,28.10410476,73.58668143,RD-259,216,112,Car,Very High,Clear,5698,Dry,No,None,No,37.91,83.61,2023,7,21,8,Friday,0,0
3439,2020-08-01 04:56:00,11.24221749,73.58902512,RD-173,174,46,Bike,Low,Fog,3855,Slippery,No,None,No,47.85,53.36,2020,8,1,4,Saturday,0,0
3440,2020-12-27 10:36:00,26.21632567,96.49161634,RD-337,50,91,Mixed,High,Rain,2370,Under Maintenance,No,None,Yes,47.87,48.8,2020,12,27,10,Sunday,0,1
3441,2019-09-28 04:55:00,8.059997852,84.04161196,RD-81,222,31,Car,Medium,Snow,8187,Slippery,Yes,Fatal,No,30.26,57.74,2019,9,28,4,Saturday,1,0
3442,2020-05-27 18:56:00,21.48527045,82.01784988,RD-274,124,106,Mixed,Medium,Snow,4255,Under Maintenance,No,None,No,35.83,53.4,2020,5,27,18,Wednesday,0,0
3443,2018-09-16 16:38:00,28.91896558,92.66726587,RD-308,470,12,Bike,Medium,Storm,3943,Wet,No,None,No,26.35,81.81,2018,9,16,16,Sunday,0,0
3444,2022-01-22 10:01:00,34.86249302,92.64326976,RD-227,144,66,Truck,Very High,Snow,3437,Dry,No,None,No,49.87,85.76,2022,1,22,10,Saturday,0,0
3445,2019-06-09 17:56:00,22.29224911,73.12134247,RD-478,354,42,Mixed,Very High,Fog,5118,Slippery,No,None,No,49.43,48.21,2019,6,9,17,Sunday,0,0
3446,2021-02-06 17:21:00,32.37544162,73.0335969,RD-181,42,119,Mixed,Medium,Snow,9290,Dry,Yes,Minor,No,39.49,81.84,2021,2,6,17,Saturday,1,0
3447,2020-06-02 16:02:00,31.27514929,91.06267819,RD-463,12,8,Car,Medium,Clear,2679,Dry,No,None,Yes,44.13,76.89,2020,6,2,16,Tuesday,0,1
3448,2022-12-31 09:06:00,16.57735253,90.78334053,RD-162,48,58,Bike,High,Snow,9130,Slippery,No,None,No,41.45,85.85,2022,12,31,9,Saturday,0,0
3449,2019-03-20 06:54:00,33.36727509,74.53041394,RD-282,361,52,Mixed,Medium,Clear,5716,Under Maintenance,No,None,No,37.79,44.75,2019,3,20,6,Wednesday,0,0
3450,2021-05-20 03:55:00,26.56820641,92.40379395,RD-167,242,73,Bus,Medium,Storm,9543,Slippery,No,None,Yes,21.6,64.62,2021,5,20,3,Thursday,0,1
3451,2019-03-01 21:23:00,11.02135479,81.92148278,RD-433,429,20,Bike,High,Storm,5558,Dry,No,None,No,33.64,46.47,2019,3,1,21,Friday,0,0
3452,2023-08-19 00:18:00,35.2342711,81.62968433,RD-191,177,65,Car,Low,Rain,9969,Dry,No,None,Yes,40.24,79.45,2023,8,19,0,Saturday,0,1
3453,2023-03-02 14:22:00,13.1236255,96.5851142,RD-212,288,22,Car,Very High,Rain,4545,Slippery,No,None,No,40.33,30.32,2023,3,2,14,Thursday,0,0
3454,2022-07-05 21:50:00,21.64046747,83.0572233,RD-392,459,113,Car,Medium,Rain,7766,Under Maintenance,No,None,No,31.19,63.89,2022,7,5,21,Tuesday,0,0
3455,2018-12-08 13:23:00,21.52459618,71.97431598,RD-325,233,49,Bike,High,Clear,3011,Wet,No,None,No,48.25,50.35,2018,12,8,13,Saturday,0,0
3456,2022-10-24 05:48:00,26.13186207,76.12451879,RD-221,311,22,Bike,Very High,Rain,4003,Under Maintenance,Yes,None,No,25.02,49.36,2022,10,24,5,Monday,1,0
3457,2019-12-10 13:31:00,27.2837462,77.67678134,RD-423,15,12,Mixed,Medium,Storm,7002,Under Maintenance,No,None,No,35.01,68.69,2019,12,10,13,Tuesday,0,0
3458,2020-07-05 18:59:00,14.75432706,95.7955412,RD-372,336,33,Car,High,Snow,4752,Dry,No,None,No,40.73,81.09,2020,7,5,18,Sunday,0,0
3459,2020-04-05 14:05:00,18.22083217,75.65708414,RD-166,321,25,Car,Low,Clear,4724,Under Maintenance,No,None,No,40.91,66.55,2020,4,5,14,Sunday,0,0
3460,2023-03-24 16:31:00,12.19311593,80.48168524,RD-312,286,107,Bike,Very High,Rain,5351,Wet,No,None,No,39.46,81.19,2023,3,24,16,Friday,0,0
3461,2019-05-12 10:26:00,11.65445629,89.73943093,RD-124,106,58,Bike,Medium,Rain,4611,Under Maintenance,No,None,No,28.26,45.88,2019,5,12,10,Sunday,0,0
3462,2020-05-02 07:59:00,31.9269533,75.94879295,RD-289,89,95,Bus,Medium,Storm,5401,Dry,No,None,No,24.69,61.17,2020,5,2,7,Saturday,0,0
3463,2020-06-19 03:33:00,29.77091887,88.34761954,RD-280,460,51,Car,Low,Snow,7025,Under Maintenance,No,None,Yes,39.08,57.03,2020,6,19,3,Friday,0,1
